junit4:r3.8.2
junit4_newer;0;0;0;1;1;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
junit4:r4.13-beta-3
junit4_newer;0;0;0;6;6;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0
junit4:r4.13-rc-1
junit4_newer;0;0;0;1;1;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
junit4:r4.13-rc-2
junit4_newer;0;0;0;1;1;1;0;0;5;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
junit4:r4.13
junit4_newer;0;0;0;1;1;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
testng:testng-5.13
0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.13.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.5
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.6
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.7
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.9
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-5.14.10
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.0
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.0.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.1.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.2.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.3.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.5.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.5.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.6
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.7
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.5
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.7
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.8
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.10
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.11
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.12
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.13
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.14
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.15
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.16
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.17
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.18
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.20
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.8.21
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.0
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:OpenBSD
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:testng-6.9.5
testng_newer;1;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
testng:6.9.7
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.8
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.9
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.10
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.11
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.12
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.9.13
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.10
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.11
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.12
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.13
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.13-RC1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.13-RC2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.13.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.14.0-RC3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.14.0-RC4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.14.0
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.14.2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:6.14.3
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.0.0-beta1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.0.0-beta2
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.0.0-beta4
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.0.0-beta7
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.0.0
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testng:7.1.1
testng_newer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slf4j:SLF4J_1.0RC4
0;0;0;0;0;0;0;0;0;0;0;0;0;0
slf4j:SLF4J_1.3.0
slf4j_newer;22;0;15;165;202;10;0;19;98;127;10;17;5;0;0;0;0;0;19;15;0;0;98;165;0;0
slf4j:SLF4J_1.3.1
slf4j_newer;1;0;5;8;14;1;0;3;10;14;1;1;0;0;0;0;0;0;3;3;2;0;10;8;0;0
slf4j:SLF4J_1.4.0
slf4j_newer;0;0;4;0;4;3;0;21;105;129;3;0;0;0;0;0;0;0;21;0;4;0;105;0;0;0
slf4j:SLF4J_1.4.1
slf4j_newer;0;0;0;3;3;14;0;14;44;72;14;0;0;0;0;0;0;0;14;0;0;0;44;3;0;0
slf4j:SLF4J_1.4.2
slf4j_newer;0;0;1;1;2;7;0;30;70;107;7;0;0;0;0;0;0;0;25;0;1;0;65;0;1;0
slf4j:SLF4J_1.4.3
slf4j_newer;1;0;4;16;21;1;0;15;6;22;1;1;0;0;0;0;0;0;15;4;0;0;6;9;7;0
slf4j:SLF4J_1.5.0
slf4j_newer;6;0;16;37;59;26;0;40;99;165;26;6;0;0;0;0;0;0;40;16;0;0;99;30;7;0
slf4j:SLF4J_1.5.1
slf4j_newer;0;0;3;7;10;5;0;15;48;68;5;0;0;0;0;0;0;0;15;0;3;0;47;0;7;0
slf4j:SLF4J_1.5.2
slf4j_newer;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
slf4j:SLF4J_1.5.3
slf4j_newer;2;0;3;50;55;15;8;45;110;178;15;1;1;0;8;0;0;0;44;3;0;0;109;43;7;0
slf4j:SLF4J_1.5.4
slf4j_newer;1;0;9;7;17;10;0;22;90;122;10;0;1;0;0;0;0;0;22;1;8;0;89;0;7;0
slf4j:SLF4J_1.5.5
slf4j_newer;0;0;10;7;17;0;0;6;0;6;0;0;0;0;0;0;0;0;6;6;4;0;0;0;7;0
slf4j:SLF4J_1.5.6
slf4j_newer;0;0;19;10;29;5;0;19;18;42;5;0;0;0;0;0;0;0;19;1;18;0;18;1;9;0
slf4j:SLF4J_1.5.7_FINAL
slf4j_newer;0;0;11;9;20;8;6;12;42;68;8;0;0;0;6;0;0;0;11;0;11;1;42;2;7;0
slf4j:SLF4J_1.5.8
slf4j_newer;0;0;10;7;17;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;7;0
slf4j:v1.5.9-RC0
slf4j_newer;0;0;10;7;17;4;12;7;17;40;4;0;0;0;12;0;0;0;6;0;10;1;17;0;7;0
slf4j:v1.5.9.RC1
slf4j_newer;0;0;10;7;17;1;0;1;3;5;1;0;0;0;0;0;0;0;0;0;10;1;3;0;7;0
slf4j:v1.5.10
slf4j_newer;0;0;10;7;17;1;0;1;3;5;1;0;0;0;0;0;0;0;0;0;10;1;3;0;7;0
slf4j:v1.5.11
slf4j_newer;0;0;10;9;19;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;9;0
slf4j:v1.6.0-RC0
slf4j_newer;2;0;13;31;46;4;0;4;34;42;4;2;0;0;0;0;0;0;3;3;10;1;34;13;18;0
slf4j:v_1.6.0-alpha2
slf4j_newer;0;0;10;9;19;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;10;0;0;0;9;0
slf4j:v_1.6.0
slf4j_newer;0;0;4;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;9;0
slf4j:v_1.6.1
slf4j_newer;0;0;4;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;9;0
slf4j:v_1.6.2
slf4j_newer;0;0;4;9;13;13;0;7;62;82;13;0;0;0;0;0;0;0;6;0;4;0;62;0;9;0
slf4j:v_1.6.3
slf4j_newer;0;0;4;9;13;1;0;0;4;5;1;0;0;0;0;0;0;0;0;0;4;0;4;0;9;0
slf4j:v_1.6.4
slf4j_newer;0;0;4;9;13;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;4;0;1;0;9;0
slf4j:v_1.6.5
slf4j_newer;0;0;4;9;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;9;0
slf4j:v_1.6.6
slf4j_newer;0;0;9;9;18;0;0;12;2;14;0;0;0;0;0;0;0;0;12;5;4;0;2;0;9;0
slf4j:v_1.7.0
slf4j_newer;0;0;10;39;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;30;9;0
slf4j:v_1.7.1
slf4j_newer;0;0;11;9;20;0;0;10;3;13;0;0;0;0;0;0;0;0;10;2;9;0;3;0;9;0
slf4j:v_1.7.2
slf4j_newer;0;0;4;29;33;2;0;1;3;6;2;0;0;0;0;0;0;0;1;0;4;0;3;20;9;0
slf4j:v_1.7.3
slf4j_newer;0;0;4;9;13;1;0;0;9;10;1;0;0;0;0;0;0;0;0;0;4;0;9;0;9;0
slf4j:v_1.7.4
slf4j_newer;0;0;4;9;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;9;0
slf4j:v_1.7.5
slf4j_newer;0;0;10;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;9;0
slf4j:v_1.7.6
slf4j_newer;0;0;6;20;26;7;0;3;110;120;7;0;0;0;0;0;0;0;3;1;5;0;110;4;16;0
slf4j:v1.7.7
slf4j_newer;0;0;4;25;29;2;0;0;8;10;2;0;0;0;0;0;0;0;0;0;4;0;8;4;21;0
slf4j:v_1.7.8
slf4j_newer;0;0;4;17;21;2;0;4;14;20;2;0;0;0;0;0;0;0;4;0;4;0;10;4;13;0
slf4j:v_1.7.9
slf4j_newer;0;0;8;13;21;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;8;0;2;2;11;0
slf4j:v_1.7.10
slf4j_newer;0;0;0;10;10;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0
slf4j:v_1.7.11
slf4j_newer;0;0;0;9;9;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;0
slf4j:v_1.7.12
slf4j_newer;0;0;0;9;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0
slf4j:v_1.7.13
slf4j_newer;3;0;2;10;15;0;0;0;4;4;0;1;2;0;0;0;0;0;0;1;1;0;4;1;9;0
slf4j:v_1.7.14
slf4j_newer;0;0;1;9;10;2;0;10;19;31;2;0;0;0;0;0;0;0;10;1;0;0;18;0;9;0
slf4j:v_1.7.15
slf4j_newer;0;0;1;12;13;8;6;25;106;145;8;0;0;0;6;0;0;0;25;1;0;0;106;2;10;0
slf4j:v_1.7.16
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.7.17
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.7.18
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.7.19
slf4j_newer;0;0;3;14;17;0;0;2;4;6;0;0;0;0;0;0;0;0;2;2;1;0;4;3;11;0
slf4j:v_1.7.20
slf4j_newer;1;0;1;12;14;2;0;4;5;11;2;1;0;0;0;0;0;0;4;1;0;0;5;3;9;0
slf4j:v_1.7.21
slf4j_newer;1;0;3;17;21;1;0;3;6;10;1;1;0;0;0;0;0;0;3;1;2;0;6;5;12;0
slf4j:v_1.7.22
slf4j_newer;0;0;0;9;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0
slf4j:v_1.7.23
slf4j_newer;0;0;0;9;9;3;7;4;6;20;3;0;0;0;7;0;0;0;4;0;0;0;6;0;9;0
slf4j:v_1.7.24
slf4j_newer;0;0;1;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0
slf4j:v_1.7.25
slf4j_newer;0;3;11;9;23;1;2;19;7;29;1;0;0;0;2;3;0;0;13;1;10;0;7;0;9;0
slf4j:jigsawOne
slf4j_newer;24;6;63;230;323;26;6;58;220;310;26;24;0;0;6;6;0;0;58;60;3;0;219;221;9;0
slf4j:v_1.8.0-alpha1
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.8.0-alpha2
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.8.0-beta1
slf4j_newer;13;0;18;51;82;1;0;1;6;8;1;13;0;0;0;0;0;0;0;16;2;0;6;42;9;0
slf4j:v_1.8.0_beta2
slf4j_newer;0;0;0;9;9;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.8.0-beta3
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_1.7.26
slf4j_newer;27;6;67;255;355;47;6;87;284;424;45;27;0;2;6;6;0;0;87;63;4;0;284;246;9;0
slf4j:v_1.8.0-beta4
slf4j_newer;46;6;90;294;436;26;6;59;220;311;26;46;0;0;6;6;0;0;58;87;3;0;219;285;9;0
slf4j:v_1.7.27
slf4j_newer;26;6;62;228;322;46;6;87;285;424;46;26;0;0;6;6;0;0;87;58;4;0;285;219;9;0
slf4j:v_1.7.28
slf4j_newer;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
slf4j:v_2.0.0-alpha1
slf4j_newer;47;6;91;354;498;40;6;85;295;426;38;46;1;0;6;6;0;0;84;88;3;0;293;343;11;0
slf4j:v_1.7.29
slf4j_newer;39;6;87;303;435;46;6;88;343;483;46;38;1;0;6;6;0;0;88;83;4;0;343;293;10;0
slf4j:v_1.7.30
slf4j_newer;0;0;0;9;9;1;0;4;2;7;1;0;0;0;0;0;0;0;4;0;0;0;2;0;9;0
logging-log4j2:log4j-2.0-alpha1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
logging-log4j2:log4j-2.0-alpha2
logging-log4j2_newer;2;0;0;16;18;8;6;2;56;72;8;1;1;0;6;0;0;0;1;0;0;0;55;10;6;0
logging-log4j2:log4j-2.0-beta1
logging-log4j2_newer;3;0;4;35;42;8;0;6;43;57;8;3;0;0;0;0;0;0;6;4;0;0;42;16;19;0
logging-log4j2:log4j-2.0-beta2
logging-log4j2_newer;2;0;1;75;78;4;40;2;54;100;4;1;1;0;40;0;0;0;2;1;0;0;53;56;19;0
logging-log4j2:log4j-2.0-beta3-rc1
logging-log4j2_newer;47;0;15;199;261;38;0;30;265;333;36;18;29;0;0;0;0;0;25;13;2;0;263;148;51;0
logging-log4j2:log4j-2.0-beta3-rc2
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta3
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta4-rc1
logging-log4j2_newer;3;0;2;191;196;54;0;56;349;459;54;1;2;0;0;0;0;0;55;1;1;0;348;65;126;0
logging-log4j2:log4j-2.0-beta4
logging-log4j2_newer;0;0;0;16;16;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;4;4;12;0
logging-log4j2:log4j-2.0-beta5
logging-log4j2_newer;2;0;7;84;93;63;0;20;393;476;63;2;0;0;0;0;0;0;17;7;0;0;390;36;48;0
logging-log4j2:log4j-2.0-beta6-rc1
logging-log4j2_newer;26;0;1;78;105;11;0;2;45;58;11;11;15;0;0;0;0;0;1;1;0;0;44;52;26;0
logging-log4j2:log4j-2.0-beta6
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta7-rc1
logging-log4j2_newer;6;0;4;86;96;44;0;3;249;296;43;6;0;0;0;0;0;0;2;0;4;0;245;52;34;0
logging-log4j2:log4j-2.0-beta7-rc2
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta7
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta8-rc1
logging-log4j2_newer;12;0;16;28;56;12;0;11;45;68;10;12;0;0;0;0;0;0;9;16;0;0;44;20;8;0
logging-log4j2:log4j-2.0-beta8
logging-log4j2_newer;0;0;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
logging-log4j2:log4j-2.0-beta9
logging-log4j2_newer;24;4;5;205;238;39;3;29;222;293;38;8;16;0;3;4;0;0;25;4;1;0;221;103;102;0
logging-log4j2:log4j-2.0-rc1-rc1
logging-log4j2_newer;21;9;19;175;224;24;12;25;243;304;23;15;6;0;12;9;0;0;25;8;11;0;242;109;66;0
logging-log4j2:log4j-2.0-rc1
logging-log4j2_newer;0;0;8;14;22;0;0;1;7;8;0;0;0;0;0;0;0;0;1;0;8;0;6;2;12;0
logging-log4j2:log4j-2.0-rc2
logging-log4j2_newer;123;9;63;723;918;213;29;109;1061;1412;212;111;12;0;29;9;0;0;109;47;16;0;1055;649;74;0
logging-log4j2:log4j-2.0
logging-log4j2_newer;11;1;9;73;94;16;4;9;89;118;16;11;0;0;4;1;0;0;9;0;9;0;88;61;12;0
logging-log4j2:log4j-2.0.1
logging-log4j2_newer;0;0;9;16;25;4;0;8;18;30;4;0;0;0;0;0;0;0;1;0;9;0;17;4;12;0
logging-log4j2:log4j-2.0.2
